CLUSTER;FILIAL;DT CG PONTO;Nº CG PONTO;SKU;DESC SKU;QTDE;AÇÃO;PRIORIDADE;CUBAGEM;CUSTO;DATA ENTREGA;MOTIVO
SPLTR063;1312;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPLTR063;1312;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPLTR063;1312;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";1;A definir;3.Tecnologia;0.0564;1152,96;A definir;A definir
SPLTR063;1312;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";1;A definir;3.Tecnologia;0.0564;1152,96;A definir;A definir
SPLTR063;1312;2022-09-22;1;4839200;ESCOVA SECADORA BRITANIA SOFT;2;A definir;6.Aging;0.0588;215,98;A definir;A definir
SPLTR063;1312;2022-09-22;1;4577655;FRIT ELET MONDIAL S/OLEO AF31;2;A definir;6.Aging;0.0674;688,76;A definir;A definir
SPLTR063;1312;2022-09-22;1;4622065;VENT 40CM COL MONDIAL TURBO VT;1;A definir;6.Aging;0.0713;180,35;A definir;A definir
SPLTR063;1312;2022-09-22;1;4622065;VENT 40CM COL MONDIAL TURBO VT;1;A definir;6.Aging;0.0713;180,35;A definir;A definir
SPLTR063;1312;2022-09-22;1;4792718;CX DE SOM AMP MONDIAL CM400 40;1;A definir;6.Aging;0.0714;439,21;A definir;A definir
SPLTR063;1312;2022-09-22;1;4792718;CX DE SOM AMP MONDIAL CM400 40;1;A definir;6.Aging;0.0714;439,21;A definir;A definir
SPLTR063;1312;2022-09-22;1;4653327;CJ DE PANELAS 5PCS RUBYVERMELH;2;A definir;6.Aging;0.086;331,36;A definir;A definir
SPLTR063;1312;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";1;A definir;3.Tecnologia;0.0879;2099,85;A definir;A definir
SPLTR063;1312;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";1;A definir;3.Tecnologia;0.0879;2099,85;A definir;A definir
SPLTR063;1312;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";1;A definir;3.Tecnologia;0.0879;2099,85;A definir;A definir
SPLTR063;1312;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;1;A definir;3.Tecnologia;0.0894;1781,57;A definir;A definir
SPLTR063;1312;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;1;A definir;3.Tecnologia;0.0894;1781,57;A definir;A definir
SPLTR063;1312;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;1;A definir;3.Tecnologia;0.0894;1781,57;A definir;A definir
SPLTR063;1312;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;3;A definir;3.Tecnologia;0.0924;1092,78;A definir;A definir
SPLTR063;1312;2022-09-22;1;8188408;ADEGA 12G ELECTROLUX ACS12 110;1;A definir;6.Aging;0.1105;852,09;A definir;A definir
SPLTR063;1312;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";2;A definir;3.Tecnologia;0.1128;2305,92;A definir;A definir
SPLTR063;1312;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";2;A definir;3.Tecnologia;0.1128;2305,92;A definir;A definir
SPLTR063;1312;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";2;A definir;3.Tecnologia;0.1128;2305,92;A definir;A definir
SPLTR063;1312;2022-09-22;1;4733118;VENT 50CM COL ARNO ULTRA SILEN;1;A definir;0.Pv;0.1198;300,37;A definir;A definir
SPLTR063;1312;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;3;A definir;3.Tecnologia;0.1269;3067,95;A definir;A definir
SPLTR063;1312;2022-09-22;1;5159342;"TV 50"" LED LG 4K 50UQ8050PSB W";1;A definir;3.Tecnologia;0.1431;2337,63;A definir;A definir
SPLTR063;1312;2022-09-22;1;5163730;"TV 55"" LED UHD 4K TCL 55P635";1;A definir;3.Tecnologia;0.1616;2441,99;A definir;A definir
SPLTR063;1312;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";2;A definir;3.Tecnologia;0.1758;4199,7;A definir;A definir
SPLTR063;1312;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPLTR063;1312;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPLTR063;1312;2022-09-22;1;5159326;"TV 65"" LED LG 4K 65UQ8050PSB W";1;A definir;3.Tecnologia;0.2669;3242,65;A definir;A definir
SPLTR063;1312;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;4;A definir;3.Tecnologia;0.3576;7126,28;A definir;A definir
SPLTR063;1312;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";3;A definir;3.Tecnologia;0.5397;9801,51;A definir;A definir
SPLTR063;1312;2022-09-22;1;4695062;"TV 82"" UHD 4K CRYSTAL SAMSUNG";1;A definir;3.Tecnologia;0.706;9825,82;A definir;A definir
SPLTR063;1312;2022-09-22;1;5159385;"TV 55"" LED LG 4K 55UQ8050PSB W";4;A definir;3.Tecnologia;0.7136;10270,84;A definir;A definir
SPLTR063;1312;2022-09-22;1;4048458;REF FF 371L ELECTROLUX DFX41 1;1;A definir;6.Aging;0.9009;2900,88;A definir;A definir
SPLTR063;1312;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";6;A definir;3.Tecnologia;1.0794;19603,02;A definir;A definir
SPLTR063;1312;2022-09-22;1;4547691;REF FF 474L ELECTROLUX DF56S 1;1;A definir;6.Aging;1.1757;4195,93;A definir;A definir
SPCAP010;1031;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
SPCAP010;1031;2022-09-22;1;4920627;CEL. DESBL.IPHONE 12 PRODUCT(R;2;A definir;1.Lista_Supply;0.0014;9317,98;A definir;A definir
SPCAP010;1031;2022-09-22;1;4791517;TAB POS TWIST T770F 7/QC/AND/3;1;A definir;3.Tecnologia;0.0015;364,02;A definir;A definir
SPCAP010;1031;2022-09-22;1;3942988;TEL ID SF MOTOROLA DECT 60 MOT;1;A definir;6.Aging;0.0016;114,49;A definir;A definir
SPCAP010;1031;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;4;A definir;2.Telefonia;0.0032;4448,84;A definir;A definir
SPCAP010;1031;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;4;A definir;2.Telefonia;0.0032;4448,84;A definir;A definir
SPCAP010;1031;2022-09-22;1;5122651;CEL DESB SAMSUNG GALAXY A23 BR;7;A definir;2.Telefonia;0.0035;9176,16;A definir;A definir
SPCAP010;1031;2022-09-22;1;5159636;PRANCHA TAIFF RED ION VM/PTO B;2;A definir;6.Aging;0.0038;231,9;A definir;A definir
SPCAP010;1031;2022-09-22;1;4428269;TRIPLO CHIP CLARO ODA 4G UNIVE;50;A definir;2.Telefonia;0.005;38,0;A definir;A definir
SPCAP010;1031;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;1;A definir;6.Aging;0.0066;242,62;A definir;A definir
SPCAP010;1031;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;1;A definir;6.Aging;0.0066;242,62;A definir;A definir
SPCAP010;1031;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;1;A definir;6.Aging;0.0066;242,62;A definir;A definir
SPCAP010;1031;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;1;A definir;6.Aging;0.007;137,02;A definir;A definir
SPCAP010;1031;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;1;A definir;6.Aging;0.007;137,02;A definir;A definir
SPCAP010;1031;2022-09-22;1;4428269;TRIPLO CHIP CLARO ODA 4G UNIVE;100;A definir;2.Telefonia;0.01;76,0;A definir;A definir
SPCAP010;1031;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;2;A definir;6.Aging;0.0132;485,24;A definir;A definir
SPCAP010;1031;2022-09-22;1;3727394;PAN ELETR BRITANIA PA5 PRIME 5;1;A definir;0.Pv;0.0147;102,43;A definir;A definir
SPCAP010;1031;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;19;A definir;2.Telefonia;0.0152;21131,99;A definir;A definir
SPCAP010;1031;2022-09-22;1;5122660;CEL.DESB.SAMSUNG GALAXY A13 12;33;A definir;2.Telefonia;0.0165;38999,73;A definir;A definir
SPCAP010;1031;2022-09-22;1;4826876;KIT COL ULTRA LISA QUEEN FERNA;1;A definir;0.Pv;0.0173;109,9;A definir;A definir
SPCAP010;1031;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;25;A definir;2.Telefonia;0.02;27805,25;A definir;A definir
SPCAP010;1031;2022-09-22;1;310883;PRAN TAIFF CERAMIC BIV;12;A definir;6.Aging;0.0216;976,56;A definir;A definir
SPCAP010;1031;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;1;A definir;3.Tecnologia;0.0308;364,26;A definir;A definir
SPCAP010;1031;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;6;A definir;6.Aging;0.042;822,12;A definir;A definir
SPCAP010;1031;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPCAP010;1031;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPCAP010;1031;2022-09-22;1;4669886;DUN POM POM PROTEK 12H HIPER X;1;A definir;0.Pv;0.051;234,91;A definir;A definir
SPCAP010;1031;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPCAP010;1031;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;8;A definir;6.Aging;0.056;1096,16;A definir;A definir
SPCAP010;1031;2022-09-22;1;3623335;MIC CMA20 FACILITE CMA20AB 20L;1;A definir;1.Lista_Supply;0.0639;470,38;A definir;A definir
SPCAP010;1031;2022-09-22;1;4824547;F MIC 34L ELECTROLUX MEO44 110;1;A definir;6.Aging;0.0859;656,45;A definir;A definir
SPCAP010;1031;2022-09-22;1;4824547;F MIC 34L ELECTROLUX MEO44 110;1;A definir;6.Aging;0.0859;656,45;A definir;A definir
SPCAP010;1031;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;1;A definir;3.Tecnologia;0.0894;1781,57;A definir;A definir
SPCAP010;1031;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;1;A definir;3.Tecnologia;0.0894;1781,57;A definir;A definir
SPCAP010;1031;2022-09-22;1;4694864;CLIMATIZADOR PHILCO PCL1F FRIO;1;A definir;6.Aging;0.0895;478,62;A definir;A definir
SPCAP010;1031;2022-09-22;1;4622081;VENT 50CM MS MONDIAL TURBO VTX;1;A definir;6.Aging;0.0966;159,15;A definir;A definir
SPCAP010;1031;2022-09-22;1;4988299;LIQ 12VEL BRITANIA BLQ1300V TU;1;A definir;6.Aging;0.1301;153,99;A definir;A definir
SPCAP010;1031;2022-09-22;1;4988299;LIQ 12VEL BRITANIA BLQ1300V TU;1;A definir;6.Aging;0.1301;153,99;A definir;A definir
SPCAP010;1031;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;4;A definir;3.Tecnologia;0.1692;4090,6;A definir;A definir
SPCAP010;1031;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;2;A definir;3.Tecnologia;0.1788;3563,14;A definir;A definir
SPCAP010;1031;2022-09-22;1;4694864;CLIMATIZADOR PHILCO PCL1F FRIO;2;A definir;6.Aging;0.179;957,24;A definir;A definir
SPCAP010;1031;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPCAP010;1031;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPCAP010;1031;2022-09-22;1;5145406;LAVA ROUP PO BRANCA E COLOR BR;6;A definir;0.Pv;0.1866;86,58;A definir;A definir
SPCAP010;1031;2022-09-22;1;4983556;TORRE DE SOM PHILIPS 200W TANX;1;A definir;1.Lista_Supply;0.2134;1270,35;A definir;A definir
SPCAP010;1031;2022-09-22;1;4645430;COL 088 D20 UMAFLEX SUBLIME A1;1;A definir;6.Aging;0.2394;191,13;A definir;A definir
SPCAP010;1031;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;4;A definir;3.Tecnologia;0.3576;7126,28;A definir;A definir
SPCAP010;1031;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";2;A definir;3.Tecnologia;0.3598;6534,34;A definir;A definir
SPCAP010;1031;2022-09-22;1;4817745;FG 5B PISO ESMALTEC SAFIRA GLA;1;A definir;6.Aging;0.4557;1129,78;A definir;A definir
SPCAP010;1031;2022-09-22;1;905682;REF FF 300L CONSUL CRB36A 1P 1;1;A definir;6.Aging;0.7404;2114,32;A definir;A definir
SPCAP010;1031;2022-09-22;1;4928334;COL M ENS 158 HELLEN LISBOA PL;1;A definir;6.Aging;0.9175;818,58;A definir;A definir
SPCAP010;1031;2022-09-22;1;4547691;REF FF 474L ELECTROLUX DF56S 1;1;A definir;6.Aging;1.1757;4195,93;A definir;A definir
SPCAP010;1031;2022-09-22;1;4053486;REF FF 443L BRASTEMP BRE57AKA;1;A definir;6.Aging;1.1913;4402,33;A definir;A definir
SPCAP010;1236;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
SPCAP010;1236;2022-09-22;1;5122678;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1194,29;A definir;A definir
SPCAP010;1236;2022-09-22;1;5122678;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1194,29;A definir;A definir
SPCAP010;1236;2022-09-22;1;5122660;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1181,81;A definir;A definir
SPCAP010;1236;2022-09-22;1;5137233;CEL. DESB. MOTO G52 128GB BRAN;1;A definir;2.Telefonia;0.0007;1400,24;A definir;A definir
SPCAP010;1236;2022-09-22;1;5137233;CEL. DESB. MOTO G52 128GB BRAN;1;A definir;2.Telefonia;0.0007;1400,24;A definir;A definir
SPCAP010;1236;2022-09-22;1;5021308;CEL. DESB. MOTO G31 128GB GRAF;1;A definir;2.Telefonia;0.0007;1383,04;A definir;A definir
SPCAP010;1236;2022-09-22;1;5021308;CEL. DESB. MOTO G31 128GB GRAF;1;A definir;2.Telefonia;0.0007;1383,04;A definir;A definir
SPCAP010;1236;2022-09-22;1;5021316;CEL. DESB. MOTO G31 128GB AZUL;1;A definir;2.Telefonia;0.0007;1382,83;A definir;A definir
SPCAP010;1236;2022-09-22;1;5123186;CEL. DESB SMARTPHONE HIT PHILC;1;A definir;2.Telefonia;0.0007;456,75;A definir;A definir
SPCAP010;1236;2022-09-22;1;5123178;CEL. DESB SMARTPHONE HIT PHILC;1;A definir;2.Telefonia;0.0007;456,75;A definir;A definir
SPCAP010;1236;2022-09-22;1;4757980;APARADOR DE PELOS PHILIPS BT12;1;A definir;6.Aging;0.0007;90,06;A definir;A definir
SPCAP010;1236;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;1;A definir;2.Telefonia;0.0008;1112,21;A definir;A definir
SPCAP010;1236;2022-09-22;1;4823893;CELDESBSAMSUNG GALAXY A32 PRET;1;A definir;2.Telefonia;0.0009;1542,77;A definir;A definir
SPCAP010;1236;2022-09-22;1;3699846;SUP TV FIXO 14 A 84 ELG UNI100;1;A definir;6.Aging;0.0009;18,56;A definir;A definir
SPCAP010;1236;2022-09-22;1;4709918;CEL DESB MULTILASER E P9128 32;1;A definir;2.Telefonia;0.0011;311,89;A definir;A definir
SPCAP010;1236;2022-09-22;1;4709918;CEL DESB MULTILASER E P9128 32;1;A definir;2.Telefonia;0.0011;311,89;A definir;A definir
SPCAP010;1236;2022-09-22;1;4792726;CEL. DESB. MOTO G 5G PLUS 128G;2;A definir;2.Telefonia;0.0014;3942,06;A definir;A definir
SPCAP010;1236;2022-09-22;1;5021308;CEL. DESB. MOTO G31 128GB GRAF;2;A definir;2.Telefonia;0.0014;2766,08;A definir;A definir
SPCAP010;1236;2022-09-22;1;5021316;CEL. DESB. MOTO G31 128GB AZUL;2;A definir;2.Telefonia;0.0014;2765,66;A definir;A definir
SPCAP010;1236;2022-09-22;1;5132134;CEL.DESB.SAMSUNG GALAXY S20 FE;2;A definir;2.Telefonia;0.0018;4569,42;A definir;A definir
SPCAP010;1236;2022-09-22;1;4635809;PRAN PHILCO ULTRA TITANIUM PPR;1;A definir;6.Aging;0.0018;105,06;A definir;A definir
SPCAP010;1236;2022-09-22;1;4709918;CEL DESB MULTILASER E P9128 32;2;A definir;2.Telefonia;0.0022;623,78;A definir;A definir
SPCAP010;1236;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;5;A definir;2.Telefonia;0.0025;6514,4;A definir;A definir
SPCAP010;1236;2022-09-22;1;3699846;SUP TV FIXO 14 A 84 ELG UNI100;3;A definir;6.Aging;0.0027;55,68;A definir;A definir
SPCAP010;1236;2022-09-22;1;5122678;CEL.DESB.SAMSUNG GALAXY A13 12;6;A definir;2.Telefonia;0.003;7165,74;A definir;A definir
SPCAP010;1236;2022-09-22;1;4791525;TAB POS TWIST KIDS T770KF 7/QC;2;A definir;3.Tecnologia;0.003;741,46;A definir;A definir
SPCAP010;1236;2022-09-22;1;4791517;TAB POS TWIST T770F 7/QC/AND/3;2;A definir;3.Tecnologia;0.003;728,04;A definir;A definir
SPCAP010;1236;2022-09-22;1;5021308;CEL. DESB. MOTO G31 128GB GRAF;6;A definir;2.Telefonia;0.0042;8298,24;A definir;A definir
SPCAP010;1236;2022-09-22;1;5132169;CEL.DESB.SAMSUNG GALAXY S20 FE;5;A definir;2.Telefonia;0.0045;11420,75;A definir;A definir
SPCAP010;1236;2022-09-22;1;4023277;COLCHAO INFLAVEL JILONG SOLTEI;1;A definir;6.Aging;0.0052;68,32;A definir;A definir
SPCAP010;1236;2022-09-22;1;310883;PRAN TAIFF CERAMIC BIV;3;A definir;6.Aging;0.0054;244,14;A definir;A definir
SPCAP010;1236;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;7;A definir;2.Telefonia;0.0056;7785,47;A definir;A definir
SPCAP010;1236;2022-09-22;1;3121534;PARAFU FURAD GSR 7-14E 3/8 400;1;A definir;6.Aging;0.0056;277,42;A definir;A definir
SPCAP010;1236;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;1;A definir;6.Aging;0.0066;242,62;A definir;A definir
SPCAP010;1236;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;1;A definir;6.Aging;0.0066;242,62;A definir;A definir
SPCAP010;1236;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;1;A definir;6.Aging;0.007;137,02;A definir;A definir
SPCAP010;1236;2022-09-22;1;4205979;MINI PROCES PHILCO PH900 TURBO;1;A definir;6.Aging;0.0074;114,63;A definir;A definir
SPCAP010;1236;2022-09-22;1;4194128;CHIP TIM PLANO NAKED 4G..;100;A definir;2.Telefonia;0.01;207,0;A definir;A definir
SPCAP010;1236;2022-09-22;1;4194128;CHIP TIM PLANO NAKED 4G..;100;A definir;2.Telefonia;0.01;207,0;A definir;A definir
SPCAP010;1236;2022-09-22;1;4023277;COLCHAO INFLAVEL JILONG SOLTEI;2;A definir;6.Aging;0.0104;136,64;A definir;A definir
SPCAP010;1236;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;17;A definir;2.Telefonia;0.0136;18907,57;A definir;A definir
SPCAP010;1236;2022-09-22;1;4205995;ASP STICK 1000W PHILCO PH1 RAP;1;A definir;4.Baixo_dde;0.0139;150,21;A definir;A definir
SPCAP010;1236;2022-09-22;1;3833399;CAF 15CF PHILCO PH17 PTO/INOX;2;A definir;6.Aging;0.0176;212,18;A definir;A definir
SPCAP010;1236;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;3;A definir;6.Aging;0.021;411,06;A definir;A definir
SPCAP010;1236;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;1;A definir;6.Aging;0.0211;155,44;A definir;A definir
SPCAP010;1236;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;1;A definir;6.Aging;0.0211;155,44;A definir;A definir
SPCAP010;1236;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;4;A definir;6.Aging;0.0264;970,48;A definir;A definir
SPCAP010;1236;2022-09-22;1;4727550;VENT 30CM MS ULTRA V30 6P BR/A;1;A definir;6.Aging;0.0273;72,17;A definir;A definir
SPCAP010;1236;2022-09-22;1;4205995;ASP STICK 1000W PHILCO PH1 RAP;2;A definir;4.Baixo_dde;0.0278;300,42;A definir;A definir
SPCAP010;1236;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;1;A definir;3.Tecnologia;0.0308;364,26;A definir;A definir
SPCAP010;1236;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;5;A definir;6.Aging;0.035;685,1;A definir;A definir
SPCAP010;1236;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPCAP010;1236;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPCAP010;1236;2022-09-22;1;4650131;F MIC 20L ELECTROLUX MTO30 110;1;A definir;6.Aging;0.0513;498,16;A definir;A definir
SPCAP010;1236;2022-09-22;1;4650131;F MIC 20L ELECTROLUX MTO30 110;1;A definir;6.Aging;0.0513;498,16;A definir;A definir
SPCAP010;1236;2022-09-22;1;4650131;F MIC 20L ELECTROLUX MTO30 110;1;A definir;6.Aging;0.0513;498,16;A definir;A definir
SPCAP010;1236;2022-09-22;1;4727550;VENT 30CM MS ULTRA V30 6P BR/A;2;A definir;6.Aging;0.0546;144,34;A definir;A definir
SPCAP010;1236;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPCAP010;1236;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPCAP010;1236;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";1;A definir;3.Tecnologia;0.0564;1152,96;A definir;A definir
SPCAP010;1236;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";1;A definir;3.Tecnologia;0.0564;1152,96;A definir;A definir
SPCAP010;1236;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";1;A definir;3.Tecnologia;0.0564;1152,96;A definir;A definir
SPCAP010;1236;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;2;A definir;3.Tecnologia;0.0616;728,52;A definir;A definir
SPCAP010;1236;2022-09-22;1;5012392;VVC PAN PRES PPFE 45L VANCOUVE;4;A definir;6.Aging;0.0788;755,6;A definir;A definir
SPCAP010;1236;2022-09-22;1;4727550;VENT 30CM MS ULTRA V30 6P BR/A;3;A definir;6.Aging;0.0819;216,51;A definir;A definir
SPCAP010;1236;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;4;A definir;6.Aging;0.0844;621,76;A definir;A definir
SPCAP010;1236;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";1;A definir;3.Tecnologia;0.0879;2099,85;A definir;A definir
SPCAP010;1236;2022-09-22;1;4839200;ESCOVA SECADORA BRITANIA SOFT;3;A definir;6.Aging;0.0882;323,97;A definir;A definir
SPCAP010;1236;2022-09-22;1;4835204;"TV 50"" LED UHD 4K SAMSUNG 50AU";1;A definir;3.Tecnologia;0.1461;2678,61;A definir;A definir
SPCAP010;1236;2022-09-22;1;4835204;"TV 50"" LED UHD 4K SAMSUNG 50AU";1;A definir;3.Tecnologia;0.1461;2678,61;A definir;A definir
SPCAP010;1236;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPCAP010;1236;2022-09-22;1;4794214;MINI SYSTEM GRADIENT GMS300 30;2;A definir;6.Aging;0.19;1834,66;A definir;A definir
SPCAP010;1236;2022-09-22;1;5159350;"TV 43"" LED LG 4K 43UQ7500PSF W";2;A definir;3.Tecnologia;0.213;3733,36;A definir;A definir
SPCAP010;1236;2022-09-22;1;3469352;BELICHE P/COL 088 BARRETO RUBI;1;A definir;6.Aging;0.2136;604,15;A definir;A definir
SPCAP010;1236;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";4;A definir;3.Tecnologia;0.22;4109,32;A definir;A definir
SPCAP010;1236;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";4;A definir;3.Tecnologia;0.2256;4611,84;A definir;A definir
SPCAP010;1236;2022-09-22;1;5150450;"TV 65"" CRYSTAL UHD 4K SAMSUNG";1;A definir;3.Tecnologia;0.2511;4051,84;A definir;A definir
SPCAP010;1236;2022-09-22;1;4895916;COL D20 ALT12 088 HELLEN PRO C;1;A definir;6.Aging;0.2565;213,51;A definir;A definir
SPCAP010;1236;2022-09-22;1;4691920;COL D23 ALT14 088 ORTOBOM CANN;1;A definir;6.Aging;0.2796;336,91;A definir;A definir
SPCAP010;1236;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";6;A definir;3.Tecnologia;0.33;6163,98;A definir;A definir
SPCAP010;1236;2022-09-22;1;5123518;BICICLETA NETUNO ARO 29 PRETA/;1;A definir;6.Aging;0.3402;756,44;A definir;A definir
SPCAP010;1236;2022-09-22;1;4402030;PNEU 225 45R17 DIRECTION SPORT;4;A definir;6.Aging;0.3968;1904,92;A definir;A definir
SPCAP010;1263;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
SPCAP010;1263;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
SPCAP010;1263;2022-09-22;1;5122678;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1194,29;A definir;A definir
SPCAP010;1263;2022-09-22;1;5122660;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1181,81;A definir;A definir
SPCAP010;1263;2022-09-22;1;5122660;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1181,81;A definir;A definir
SPCAP010;1263;2022-09-22;1;5137233;CEL. DESB. MOTO G52 128GB BRAN;1;A definir;2.Telefonia;0.0007;1400,24;A definir;A definir
